distance_m,longitude,latitude,altitude_m,gradient_deg
85850.0,27.942422,-26.12541,1584.2,-1.25
85900.0,27.942706,-26.125039,1583.4,-1.28
85950.0,27.942997,-26.124674,1582.4,-1.3
86000.0,27.943312,-26.124324,1581.8,-1.33
86050.0,27.94363,-26.123976,1580.7,-1.35
86100.0,27.943968,-26.123645,1579.1,-1.36
86150.0,27.944307,-26.123314,1577.3,-1.38
86200.0,27.944659,-26.122994,1575.5,-1.38
86250.0,27.945012,-26.122675,1573.1,-1.39
86300.0,27.945364,-26.122356,1571.2,-1.39
86350.0,27.945717,-26.122036,1569.0,-1.39
86400.0,27.946069,-26.121717,1566.6,-1.38
86450.0,27.946424,-26.121399,1564.8,-1.37
86500.0,27.946779,-26.121082,1563.4,-1.35
86550.0,27.947134,-26.120765,1562.0,-1.33
86600.0,27.947492,-26.12045,1560.7,-1.3
86650.0,27.947854,-26.12014,1559.1,-1.27
86700.0,27.948216,-26.119829,1557.5,-1.24
86750.0,27.948579,-26.119519,1554.9,-1.2
86800.0,27.94894,-26.119208,1551.1,-1.16
86850.0,27.949295,-26.11889,1547.0,-1.12
86900.0,27.94965,-26.118573,1542.6,-1.07
86950.0,27.950005,-26.118256,1538.2,-1.03
87000.0,27.95036,-26.117939,1535.0,-0.98
87050.0,27.950715,-26.117622,1533.0,-0.93
87100.0,27.951068,-26.117303,1533.0,-0.89
87150.0,27.95142,-26.116983,1535.0,-0.84
87200.0,27.951773,-26.116664,1537.0,-0.8
87250.0,27.952125,-26.116345,1539.0,-0.76
87300.0,27.952478,-26.116025,1541.0,-0.72
87350.0,27.95283,-26.115706,1541.8,-0.68
87400.0,27.953183,-26.115386,1541.2,-0.65
87450.0,27.953536,-26.115068,1540.6,-0.62
87500.0,27.95389,-26.114749,1540.0,-0.59
87550.0,27.954244,-26.114431,1539.4,-0.58
87600.0,27.954598,-26.114113,1539.0,-0.56
87650.0,27.954951,-26.113795,1539.8,-0.55
87700.0,27.955305,-26.113477,1541.2,-0.55
87750.0,27.955641,-26.113143,1543.0,-0.55
87800.0,27.955967,-26.112802,1545.4,-0.56
87850.0,27.956281,-26.112451,1548.4,-0.57
87900.0,27.956592,-26.112099,1550.6,-0.59
87950.0,27.95688,-26.111731,1552.2,-0.61
88000.0,27.957173,-26.111366,1552.6,-0.63
88050.0,27.957445,-26.110989,1552.4,-0.66
88100.0,27.957703,-26.110604,1551.6,-0.69
88150.0,27.957954,-26.110214,1550.8,-0.72
88200.0,27.958203,-26.109824,1549.6,-0.75
88250.0,27.958438,-26.109427,1549.2,-0.78
88300.0,27.958667,-26.109027,1548.6,-0.82
88350.0,27.958895,-26.108627,1547.4,-0.85
88400.0,27.959123,-26.108227,1545.6,-0.89
88450.0,27.959351,-26.107826,1544.2,-0.92
88500.0,27.959578,-26.107426,1542.3,-0.95
88550.0,27.959806,-26.107026,1540.1,-0.97
88600.0,27.960034,-26.106625,1537.9,-1.0
88650.0,27.960265,-26.106226,1536.3,-1.02
88700.0,27.960498,-26.105828,1534.1,-1.03
88750.0,27.96073,-26.10543,1531.8,-1.05
88800.0,27.960963,-26.105032,1530.0,-1.05
88850.0,27.961196,-26.104633,1528.2,-1.06
88900.0,27.961427,-26.104235,1526.2,-1.06
88950.0,27.961656,-26.103835,1524.3,-1.06
89000.0,27.961886,-26.103435,1522.5,-1.05
89050.0,27.962116,-26.103036,1520.0,-1.04
89100.0,27.962346,-26.102637,1517.4,-1.02
89150.0,27.962576,-26.102237,1514.5,-1.0
89200.0,27.962809,-26.101839,1511.6,-0.98
89250.0,27.963041,-26.101441,1509.2,-0.96
89300.0,27.963272,-26.101042,1507.5,-0.94
89350.0,27.963507,-26.100645,1506.5,-0.91
89400.0,27.963743,-26.100248,1506.2,-0.88
89450.0,27.963978,-26.099851,1506.8,-0.85
89500.0,27.964213,-26.099454,1507.4,-0.83
89550.0,27.964448,-26.099057,1508.2,-0.8
89600.0,27.964684,-26.09866,1509.5,-0.77
89650.0,27.96491,-26.098259,1511.1,-0.74
89700.0,27.965139,-26.097859,1512.3,-0.71
89750.0,27.965371,-26.097461,1513.5,-0.69
89800.0,27.965603,-26.097062,1514.5,-0.66
89850.0,27.965832,-26.096662,1515.0,-0.64
89900.0,27.966051,-26.096258,1514.8,-0.62
89950.0,27.966256,-26.095848,1514.6,-0.6
90000.0,27.96644,-26.09543,1513.6,-0.59
90050.0,27.966616,-26.095009,1512.6,-0.57
90100.0,27.966782,-26.094584,1511.6,-0.56
90150.0,27.966929,-26.094155,1510.6,-0.55
90200.0,27.967064,-26.093722,1509.6,-0.55
90250.0,27.967186,-26.093286,1509.4,-0.54
90300.0,27.967302,-26.092848,1508.8,-0.54
90350.0,27.967412,-26.09241,1507.8,-0.54
90400.0,27.967522,-26.091971,1507.0,-0.55
90450.0,27.967632,-26.091532,1505.7,-0.55
90500.0,27.967742,-26.091094,1503.9,-0.56
90550.0,27.967852,-26.090655,1502.5,-0.57
90600.0,27.967964,-26.090217,1501.5,-0.58
90650.0,27.968077,-26.089779,1500.5,-0.59
90700.0,27.96819,-26.08934,1500.2,-0.61
90750.0,27.968302,-26.088902,1501.2,-0.63
90800.0,27.968414,-26.088464,1502.2,-0.65
90850.0,27.968526,-26.088026,1503.4,-0.67
90900.0,27.968639,-26.087588,1504.6,-0.69
90950.0,27.968751,-26.087149,1505.6,-0.71
91000.0,27.968864,-26.086711,1505.8,-0.74
91050.0,27.968977,-26.086273,1505.6,-0.76
91100.0,27.969083,-26.085834,1505.0,-0.79
91150.0,27.969189,-26.085394,1504.4,-0.81
91200.0,27.969295,-26.084955,1503.6,-0.84
91250.0,27.969403,-26.084516,1502.8,-0.86
91300.0,27.969511,-26.084077,1502.4,-0.88
91350.0,27.969619,-26.083638,1502.2,-0.91
91400.0,27.969727,-26.083199,1501.4,-0.93
91450.0,27.969836,-26.08276,1500.2,-0.95
91500.0,27.969946,-26.082321,1499.0,-0.96
91550.0,27.970056,-26.081882,1497.6,-0.98
91600.0,27.970165,-26.081444,1496.0,-0.99
91650.0,27.970275,-26.081005,1495.0,-1.0
91700.0,27.970384,-26.080566,1494.1,-1.0
91750.0,27.970495,-26.080127,1492.7,-1.0
91800.0,27.970606,-26.079689,1490.6,-0.99
91850.0,27.970723,-26.079252,1487.8,-0.98
91900.0,27.970838,-26.078814,1485.0,-0.97
91950.0,27.97094,-26.078374,1482.7,-0.95
92000.0,27.971041,-26.077934,1480.9,-0.92
92050.0,27.971149,-26.077495,1479.8,-0.89
92100.0,27.971263,-26.077057,1479.6,-0.85
92150.0,27.971376,-26.076619,1479.4,-0.81
92200.0,27.971494,-26.076182,1478.5,-0.76
92250.0,27.971637,-26.075751,1477.0,-0.7
92300.0,27.971786,-26.075321,1475.0,-0.64
92350.0,27.971937,-26.074893,1472.4,-0.57
92400.0,27.972084,-26.074463,1469.8,-0.5
92450.0,27.97223,-26.074033,1467.5,-0.43
92500.0,27.972378,-26.073603,1465.8,-0.34
92550.0,27.97253,-26.073175,1465.0,-0.26
92600.0,27.972637,-26.072736,1464.8,-0.17
92650.0,27.97268,-26.072288,1464.6,-0.08
92700.0,27.972769,-26.071848,1464.8,0.02
92750.0,27.973081,-26.071504,1465.0,0.12
92800.0,27.973127,-26.071083,1465.0,0.22
92850.0,27.97298,-26.070655,1464.2,0.32
92900.0,27.972759,-26.070251,1463.4,0.43
92950.0,27.972474,-26.069886,1462.6,0.53
93000.0,27.972112,-26.069575,1461.8,0.63
93050.0,27.97171,-26.069311,1461.8,0.73
93100.0,27.971266,-26.069106,1463.4,0.83
93150.0,27.970791,-26.068966,1465.6,0.93
93200.0,27.970295,-26.068903,1467.8,1.03
93250.0,27.969798,-26.068855,1470.6,1.12
93300.0,27.9693,-26.068809,1473.0,1.21
93350.0,27.968802,-26.068763,1474.6,1.29
93400.0,27.968303,-26.068724,1476.0,1.37
93450.0,27.967806,-26.06867,1477.4,1.44
93500.0,27.96731,-26.068614,1478.8,1.51
93550.0,27.966813,-26.068561,1480.4,1.57
93600.0,27.966317,-26.0685,1482.7,1.62
93650.0,27.965823,-26.068428,1485.4,1.67
93700.0,27.965334,-26.068331,1488.8,1.7
93750.0,27.964855,-26.068201,1492.2,1.73
93800.0,27.964378,-26.068065,1495.0,1.75
93850.0,27.9639,-26.067931,1497.3,1.77
93900.0,27.963422,-26.067797,1499.6,1.77
93950.0,27.962962,-26.067625,1501.4,1.77
94000.0,27.962537,-26.067388,1502.6,1.76
94050.0,27.962132,-26.067124,1504.7,1.74
94100.0,27.961739,-26.066845,1507.5,1.71
94150.0,27.961348,-26.066565,1510.3,1.67
94200.0,27.960977,-26.066263,1513.4,1.63
94250.0,27.960599,-26.065968,1517.0,1.58
94300.0,27.960213,-26.065682,1519.7,1.52
94350.0,27.959826,-26.065396,1522.1,1.45
94400.0,27.95944,-26.065111,1524.3,1.38
94450.0,27.959041,-26.064839,1526.2,1.3
94500.0,27.958658,-26.06455,1528.1,1.21
94550.0,27.958281,-26.064254,1530.5,1.12
94600.0,27.957904,-26.063958,1532.8,1.03
94650.0,27.957545,-26.063645,1535.0,0.93
94700.0,27.957191,-26.063327,1537.0,0.83
94750.0,27.956858,-26.062992,1538.7,0.73
94800.0,27.956557,-26.062632,1539.9,0.62
94850.0,27.956301,-26.062246,1540.6,0.52
94900.0,27.956046,-26.061859,1540.8,0.41
94950.0,27.955788,-26.061474,1541.0,0.3
95000.0,27.955541,-26.061083,1541.0,0.2
95050.0,27.955287,-26.060696,1540.5,0.09
95100.0,27.955045,-26.060303,1539.5,-0.01
95150.0,27.954856,-26.059887,1537.9,-0.11
95200.0,27.954731,-26.059452,1536.3,-0.21
95250.0,27.95468,-26.059005,1534.5,-0.3
95300.0,27.954681,-26.058556,1533.2,-0.39
95350.0,27.954749,-26.058111,1532.0,-0.48
95400.0,27.954831,-26.057667,1531.4,-0.56
95450.0,27.954913,-26.057224,1529.9,-0.64
95500.0,27.954996,-26.05678,1527.7,-0.72
95550.0,27.95508,-26.056337,1525.5,-0.79
95600.0,27.955154,-26.055892,1523.7,-0.85
95650.0,27.955242,-26.05545,1521.5,-0.91
95700.0,27.95532,-26.055006,1520.2,-0.97
95750.0,27.955407,-26.054563,1519.8,-1.02
95800.0,27.95549,-26.054119,1518.8,-1.06
95850.0,27.955578,-26.053677,1517.8,-1.11
95900.0,27.955664,-26.053234,1516.6,-1.15
95950.0,27.95575,-26.052791,1514.8,-1.18
96000.0,27.955836,-26.052348,1512.6,-1.22
96050.0,27.955922,-26.051905,1511.0,-1.25
96100.0,27.956007,-26.051462,1509.0,-1.28
96150.0,27.956091,-26.051018,1507.6,-1.3
96200.0,27.956175,-26.050575,1506.6,-1.33
96250.0,27.956259,-26.050132,1506.0,-1.35
96300.0,27.956343,-26.049688,1505.2,-1.37
96350.0,27.956428,-26.049245,1504.8,-1.39
96400.0,27.956516,-26.048803,1503.6,-1.41
96450.0,27.956589,-26.048358,1501.8,-1.42
96500.0,27.956677,-26.047915,1500.0,-1.44
96550.0,27.956759,-26.047472,1498.4,-1.46
96600.0,27.956835,-26.047027,1496.8,-1.47
96650.0,27.95685,-26.046579,1496.6,-1.49
96700.0,27.956782,-26.046134,1497.2,-1.5
96750.0,27.956624,-26.045709,1497.8,-1.51
96800.0,27.956415,-26.0453,1498.4,-1.52
96850.0,27.956146,-26.044922,1499.0,-1.53
96900.0,27.955856,-26.044555,1498.6,-1.53
96950.0,27.955567,-26.044188,1498.0,-1.54
97000.0,27.955278,-26.043821,1496.6,-1.54
97050.0,27.95499,-26.043453,1495.2,-1.54
97100.0,27.954696,-26.043089,1493.1,-1.53
97150.0,27.954403,-26.042725,1490.7,-1.52
97200.0,27.954119,-26.042355,1487.7,-1.51
97250.0,27.953826,-26.04199,1484.7,-1.49
97300.0,27.953531,-26.041627,1481.7,-1.47
97350.0,27.953201,-26.04129,1478.9,-1.45
97400.0,27.952824,-26.040995,1476.3,-1.42
97450.0,27.952428,-26.04072,1473.9,-1.39
97500.0,27.95202,-26.040459,1471.6,-1.35
97550.0,27.951608,-26.040204,1468.6,-1.31
97600.0,27.951196,-26.039949,1466.1,-1.26
97650.0,27.950784,-26.039694,1464.1,-1.21
97700.0,27.950372,-26.039439,1462.1,-1.16
97750.0,27.949966,-26.039177,1460.2,-1.1
97800.0,27.949575,-26.038895,1458.1,-1.05
97850.0,27.949218,-26.03858,1455.1,-0.99
97900.0,27.948898,-26.038235,1451.5,-0.92
97950.0,27.948611,-26.037867,1448.5,-0.86
98000.0,27.948352,-26.037483,1446.1,-0.8
98050.0,27.948128,-26.037081,1444.6,-0.74
98100.0,27.947935,-26.036667,1444.8,-0.67
98150.0,27.947793,-26.036236,1445.6,-0.61
98200.0,27.947683,-26.035797,1447.5,-0.56
98250.0,27.947578,-26.035358,1450.5,-0.5
98300.0,27.947472,-26.034918,1453.7,-0.45
98350.0,27.947367,-26.034478,1456.1,-0.4
98400.0,27.947264,-26.034038,1458.7,-0.35
98450.0,27.947159,-26.033599,1460.2,-0.31
98500.0,27.947051,-26.03316,1460.6,-0.28
98550.0,27.946951,-26.032719,1460.8,-0.25
98600.0,27.946851,-26.032279,1461.0,-0.22
98650.0,27.946739,-26.03184,1461.0,-0.21
98700.0,27.94663,-26.031401,1461.0,-0.19
98750.0,27.946523,-26.030962,1461.0,-0.18
98800.0,27.946408,-26.030525,1461.0,-0.18
98850.0,27.946253,-26.030098,1461.0,-0.18
98900.0,27.946068,-26.02968,1461.6,-0.19
98950.0,27.94588,-26.029263,1462.2,-0.2
99000.0,27.945682,-26.02885,1463.0,-0.22
99050.0,27.945477,-26.02844,1463.8,-0.24
99100.0,27.945278,-26.028028,1464.4,-0.27
99150.0,27.945084,-26.027613,1464.4,-0.3
99200.0,27.944887,-26.0272,1464.4,-0.34
99250.0,27.944676,-26.026792,1464.2,-0.37
99300.0,27.944462,-26.026386,1464.0,-0.41
99350.0,27.94425,-26.025978,1464.0,-0.46
99400.0,27.944038,-26.025571,1463.4,-0.5
99450.0,27.943824,-26.025165,1462.8,-0.55
99500.0,27.943615,-26.024756,1462.0,-0.6
99550.0,27.943411,-26.024346,1461.2,-0.65
99600.0,27.943214,-26.023932,1460.0,-0.7
99650.0,27.943018,-26.023519,1459.4,-0.75
99700.0,27.942822,-26.023105,1458.8,-0.79
99750.0,27.942628,-26.02269,1458.4,-0.84
99800.0,27.942434,-26.022276,1457.4,-0.89
99850.0,27.942236,-26.021863,1456.8,-0.93
99900.0,27.942039,-26.02145,1455.8,-0.98
99950.0,27.941841,-26.021036,1454.8,-1.01
100000.0,27.94164,-26.020625,1453.4,-1.05
100050.0,27.941445,-26.020211,1452.6,-1.08
100100.0,27.941251,-26.019796,1451.8,-1.11
100150.0,27.941056,-26.019382,1451.4,-1.13
100200.0,27.940857,-26.01897,1451.0,-1.15
100250.0,27.940664,-26.018555,1450.4,-1.16
100300.0,27.940474,-26.018139,1449.6,-1.16
100350.0,27.940274,-26.017727,1448.2,-1.16
100400.0,27.940081,-26.017312,1446.0,-1.15
100450.0,27.939886,-26.016898,1443.8,-1.14
100500.0,27.939689,-26.016485,1441.7,-1.11
100550.0,27.939494,-26.01607,1439.3,-1.08
100600.0,27.939295,-26.015658,1436.7,-1.05
100650.0,27.939096,-26.015246,1434.9,-1.0
100700.0,27.938893,-26.014834,1432.3,-0.95
100750.0,27.938685,-26.014426,1429.8,-0.89
100800.0,27.938477,-26.014017,1427.3,-0.82
100850.0,27.938257,-26.013613,1425.1,-0.75
100900.0,27.938016,-26.013218,1422.0,-0.67
100950.0,27.937767,-26.012829,1418.8,-0.58
101000.0,27.937496,-26.012451,1416.0,-0.49
101050.0,27.937226,-26.012072,1413.2,-0.39
101100.0,27.93695,-26.011698,1410.4,-0.29
101150.0,27.936647,-26.01134,1408.5,-0.19
101200.0,27.936344,-26.010982,1407.5,-0.09
101250.0,27.93604,-26.010624,1406.5,0.01
101300.0,27.935728,-26.010273,1406.0,0.12
101350.0,27.935396,-26.009937,1406.0,0.22
101400.0,27.935063,-26.009601,1406.8,0.32
101450.0,27.934731,-26.009265,1408.0,0.42
101500.0,27.934396,-26.008931,1410.0,0.52
101550.0,27.934042,-26.008614,1412.8,0.61
101600.0,27.933688,-26.008296,1415.6,0.69
101650.0,27.933333,-26.007979,1418.4,0.77
101700.0,27.932979,-26.007661,1421.6,0.84
101750.0,27.932625,-26.007344,1424.0,0.9
101800.0,27.93227,-26.007026,1426.3,0.95
101850.0,27.931916,-26.006709,1429.3,0.99
101900.0,27.931566,-26.006387,1432.2,1.02
101950.0,27.931224,-26.00606,1435.0,1.05
102000.0,27.930879,-26.005733,1437.8,1.06
102050.0,27.930534,-26.005408,1440.7,1.06
102100.0,27.93019,-26.005081,1442.9,1.05
102150.0,27.92985,-26.004752,1445.0,1.03
102200.0,27.929515,-26.004418,1447.0,1.0
102250.0,27.929197,-26.00407,1449.4,0.97
102300.0,27.928893,-26.003713,1451.6,0.92
102350.0,27.928607,-26.003345,1453.8,0.86
102400.0,27.928322,-26.002975,1456.0,0.8
102450.0,27.928067,-26.002588,1458.2,0.72
102500.0,27.927821,-26.002197,1460.8,0.64
102550.0,27.927587,-26.001799,1462.8,0.56
102600.0,27.927369,-26.001395,1465.0,0.47
102650.0,27.927163,-26.000985,1466.6,0.37
102700.0,27.926972,-26.000569,1467.6,0.27
102750.0,27.926795,-26.000149,1467.8,0.17
102800.0,27.926635,-25.999723,1468.0,0.07
102850.0,27.926488,-25.999293,1468.0,-0.03
102900.0,27.926359,-25.998858,1467.2,-0.14
102950.0,27.92623,-25.998424,1466.4,-0.24
103000.0,27.9261,-25.99799,1465.4,-0.34
103050.0,27.925971,-25.997555,1463.7,-0.44
103100.0,27.925845,-25.99712,1461.3,-0.54
103150.0,27.925719,-25.996685,1459.1,-0.63
103200.0,27.925593,-25.99625,1456.9,-0.72
103250.0,27.925463,-25.995816,1454.3,-0.8
103300.0,27.925334,-25.995381,1452.4,-0.88
103350.0,27.925206,-25.994946,1450.2,-0.95
103400.0,27.92508,-25.994511,1447.6,-1.02
103450.0,27.924955,-25.994076,1445.0,-1.08
103500.0,27.924829,-25.993641,1443.0,-1.14
103550.0,27.924718,-25.993202,1441.0,-1.19
103600.0,27.924627,-25.992761,1440.0,-1.23
103650.0,27.924556,-25.992315,1439.4,-1.27
103700.0,27.924507,-25.991868,1438.2,-1.3
103750.0,27.924474,-25.991419,1436.8,-1.33
103800.0,27.924473,-25.99097,1435.4,-1.35
103850.0,27.924487,-25.99052,1433.8,-1.37
103900.0,27.924517,-25.990072,1432.8,-1.38
103950.0,27.924556,-25.989623,1431.6,-1.38
104000.0,27.924605,-25.989176,1429.8,-1.39
104050.0,27.924654,-25.988728,1428.0,-1.38
104100.0,27.924703,-25.988281,1425.9,-1.38
104150.0,27.924752,-25.987833,1423.3,-1.37
104200.0,27.924801,-25.987386,1421.3,-1.36
104250.0,27.92485,-25.986938,1420.1,-1.35
104300.0,27.924899,-25.986491,1418.5,-1.33
104350.0,27.924949,-25.986043,1417.4,-1.32
104400.0,27.925003,-25.985596,1416.2,-1.3
104450.0,27.925062,-25.98515,1415.2,-1.28
104500.0,27.925112,-25.984703,1413.4,-1.26
104550.0,27.925152,-25.984254,1412.0,-1.25
104600.0,27.925202,-25.983807,1410.6,-1.23
104650.0,27.925257,-25.98336,1409.2,-1.21
104700.0,27.92531,-25.982913,1407.8,-1.2
104750.0,27.925356,-25.982465,1407.2,-1.18
104800.0,27.925402,-25.982017,1406.6,-1.17
104850.0,27.92545,-25.98157,1406.2,-1.16
104900.0,27.925487,-25.981122,1406.4,-1.15
104950.0,27.925508,-25.980672,1407.0,-1.15
105000.0,27.925503,-25.980223,1407.6,-1.14
105050.0,27.925464,-25.979775,1408.2,-1.14
105100.0,27.925408,-25.979328,1408.6,-1.14
105150.0,27.925322,-25.978885,1409.0,-1.14
105200.0,27.925214,-25.978446,1408.2,-1.15
105250.0,27.925087,-25.978011,1407.4,-1.15
105300.0,27.924956,-25.977577,1406.6,-1.16
105350.0,27.924824,-25.977143,1405.4,-1.17
105400.0,27.924694,-25.976709,1404.2,-1.18
105450.0,27.924565,-25.976275,1403.6,-1.19
105500.0,27.924435,-25.97584,1402.8,-1.2
105550.0,27.924305,-25.975406,1401.8,-1.21
105600.0,27.924174,-25.974972,1400.6,-1.22
105650.0,27.92404,-25.974539,1399.4,-1.22
105700.0,27.923904,-25.974106,1397.8,-1.23
105750.0,27.923768,-25.973674,1396.4,-1.24
105800.0,27.923631,-25.973241,1394.8,-1.25
105850.0,27.923483,-25.972812,1393.3,-1.25
105900.0,27.923334,-25.972382,1391.3,-1.25
105950.0,27.923186,-25.971953,1389.9,-1.26
106000.0,27.923037,-25.971524,1388.1,-1.25
106050.0,27.922889,-25.971094,1386.7,-1.25
106100.0,27.922732,-25.970667,1385.2,-1.24
106150.0,27.922564,-25.970244,1383.6,-1.23
106200.0,27.922394,-25.969821,1381.4,-1.22
106250.0,27.922221,-25.969399,1379.6,-1.21
106300.0,27.922043,-25.968979,1377.2,-1.19
106350.0,27.921868,-25.968558,1374.6,-1.17
106400.0,27.921695,-25.968136,1372.2,-1.15
106450.0,27.921519,-25.967715,1370.4,-1.12
106500.0,27.921342,-25.967294,1368.6,-1.09
106550.0,27.921166,-25.966873,1367.4,-1.07
106600.0,27.920989,-25.966453,1367.4,-1.03
106650.0,27.920813,-25.966032,1367.8,-1.0
106700.0,27.920637,-25.965611,1368.6,-0.96
106750.0,27.92046,-25.96519,1369.4,-0.93
106800.0,27.920284,-25.96477,1370.2,-0.89
106850.0,27.920098,-25.964352,1370.6,-0.85
106900.0,27.919906,-25.963937,1370.4,-0.81
106950.0,27.919714,-25.963522,1369.2,-0.77
107000.0,27.919506,-25.963113,1367.4,-0.73
107050.0,27.919297,-25.962704,1365.0,-0.7
107100.0,27.919078,-25.9623,1362.4,-0.66
107150.0,27.918845,-25.961902,1359.8,-0.62
107200.0,27.918592,-25.961515,1357.2,-0.58
107250.0,27.918333,-25.96113,1355.2,-0.55
107300.0,27.918066,-25.960749,1353.8,-0.51
107350.0,27.917788,-25.960376,1353.0,-0.48
107400.0,27.917509,-25.960003,1352.8,-0.45
107450.0,27.917222,-25.959634,1353.8,-0.43
107500.0,27.916936,-25.959266,1355.4,-0.4
107550.0,27.916652,-25.958895,1357.5,-0.38
107600.0,27.916371,-25.958524,1359.7,-0.36
107650.0,27.91609,-25.958152,1361.9,-0.35
107700.0,27.915807,-25.957781,1363.5,-0.34
107750.0,27.915522,-25.957411,1364.5,-0.33
107800.0,27.915237,-25.957042,1365.0,-0.32
107850.0,27.914952,-25.956672,1365.0,-0.32
107900.0,27.91467,-25.956301,1365.0,-0.32
107950.0,27.9144,-25.955922,1365.0,-0.33
108000.0,27.914142,-25.955537,1364.6,-0.34
108050.0,27.913888,-25.95515,1364.2,-0.35
108100.0,27.913656,-25.954751,1363.8,-0.36
108150.0,27.91344,-25.954346,1363.4,-0.38
108200.0,27.913257,-25.953928,1363.0,-0.4
108250.0,27.913075,-25.953509,1363.0,-0.43
108300.0,27.912895,-25.95309,1363.0,-0.46
108350.0,27.912717,-25.95267,1362.2,-0.49
108400.0,27.912548,-25.952246,1361.4,-0.52
108450.0,27.912377,-25.951824,1360.6,-0.55
108500.0,27.912203,-25.951402,1359.2,-0.59
108550.0,27.912031,-25.95098,1357.8,-0.63
108600.0,27.911861,-25.950557,1357.4,-0.67
108650.0,27.91169,-25.950134,1357.0,-0.72
108700.0,27.911519,-25.949712,1356.4,-0.77
108750.0,27.911348,-25.949289,1356.4,-0.81
108800.0,27.91118,-25.948866,1356.4,-0.86
108850.0,27.911008,-25.948443,1356.2,-0.91
108900.0,27.910831,-25.948023,1356.0,-0.96
108950.0,27.910656,-25.947602,1356.0,-1.01
109000.0,27.910485,-25.947179,1356.0,-1.06
109050.0,27.910313,-25.946757,1356.0,-1.12
109100.0,27.910141,-25.946335,1355.4,-1.17
109150.0,27.909968,-25.945913,1354.8,-1.22
109200.0,27.909795,-25.945491,1354.0,-1.26
109250.0,27.909622,-25.945069,1353.2,-1.31
109300.0,27.90945,-25.944647,1351.8,-1.35
109350.0,27.909277,-25.944225,1351.0,-1.4
109400.0,27.909102,-25.943804,1349.8,-1.43
109450.0,27.908926,-25.943383,1348.8,-1.47
109500.0,27.908756,-25.94296,1347.8,-1.5
109550.0,27.908591,-25.942535,1346.6,-1.52
109600.0,27.908426,-25.942111,1344.8,-1.54
109650.0,27.908264,-25.941686,1342.9,-1.56
109700.0,27.908109,-25.941258,1340.5,-1.56
109750.0,27.907953,-25.940831,1337.3,-1.57
109800.0,27.907798,-25.940403,1334.5,-1.56
109850.0,27.907642,-25.939976,1331.8,-1.55
109900.0,27.907487,-25.939549,1329.1,-1.53
109950.0,27.907329,-25.939122,1326.4,-1.51
110000.0,27.907171,-25.938695,1324.0,-1.47
110050.0,27.907014,-25.938269,1321.1,-1.44
110100.0,27.906854,-25.937842,1317.8,-1.39
110150.0,27.906686,-25.937419,1314.5,-1.34
110200.0,27.90653,-25.936992,1311.2,-1.28
110250.0,27.906386,-25.936561,1307.8,-1.22
110300.0,27.906226,-25.936136,1305.3,-1.15
110350.0,27.906053,-25.935713,1302.7,-1.08
110400.0,27.905881,-25.935292,1299.6,-1.0
110450.0,27.905707,-25.93487,1297.0,-0.93
110500.0,27.905534,-25.934448,1295.0,-0.85
110550.0,27.90536,-25.934026,1293.0,-0.76
110600.0,27.905187,-25.933605,1292.0,-0.68
110650.0,27.905012,-25.933183,1292.4,-0.6
110700.0,27.90484,-25.932761,1292.8,-0.52
110750.0,27.90467,-25.932338,1293.7,-0.45
110800.0,27.904499,-25.931915,1295.1,-0.37
110850.0,27.904329,-25.931493,1296.5,-0.3
110900.0,27.904158,-25.93107,1298.1,-0.24
110950.0,27.903987,-25.930648,1299.7,-0.18
111000.0,27.903816,-25.930225,1300.8,-0.12
111050.0,27.903641,-25.929804,1302.0,-0.07
111100.0,27.903452,-25.929388,1303.2,-0.03
111150.0,27.90324,-25.928981,1304.6,0.01
111200.0,27.902996,-25.928589,1306.0,0.03
111250.0,27.902773,-25.928187,1308.2,0.06
111300.0,27.902553,-25.927783,1310.6,0.07
111350.0,27.902332,-25.92738,1313.2,0.08
111400.0,27.902119,-25.926973,1315.0,0.08
111450.0,27.901927,-25.926558,1317.6,0.08
111500.0,27.901709,-25.926155,1319.4,0.07
111550.0,27.901475,-25.925757,1320.6,0.05
111600.0,27.901242,-25.92536,1321.6,0.03
111650.0,27.901009,-25.924962,1322.6,0.01
111700.0,27.900775,-25.924564,1322.8,-0.01
111750.0,27.900554,-25.924161,1323.0,-0.04
111800.0,27.900338,-25.923756,1322.2,-0.07
111850.0,27.900121,-25.92335,1321.4,-0.1
111900.0,27.899905,-25.922945,1320.4,-0.14
111950.0,27.899689,-25.922539,1319.4,-0.17
112000.0,27.899471,-25.922135,1317.6,-0.19
112050.0,27.899247,-25.921733,1316.6,-0.22
112100.0,27.899025,-25.92133,1315.4,-0.25
112150.0,27.898804,-25.920926,1314.4,-0.27
112200.0,27.898585,-25.920522,1313.2,-0.29
112250.0,27.898383,-25.920111,1312.8,-0.3
112300.0,27.898196,-25.919694,1312.0,-0.31
112350.0,27.89802,-25.919273,1311.4,-0.32
112400.0,27.897846,-25.918852,1310.2,-0.32
112450.0,27.897673,-25.91843,1309.0,-0.31
112500.0,27.8975,-25.918008,1307.2,-0.31
112550.0,27.897327,-25.917586,1305.8,-0.29
112600.0,27.897155,-25.917164,1303.6,-0.28
112650.0,27.896982,-25.916742,1301.8,-0.25
112700.0,27.896808,-25.91632,1299.6,-0.23
112750.0,27.896633,-25.915899,1298.0,-0.2
112800.0,27.896462,-25.915477,1295.7,-0.17
