tick,elapsed_t_s,elapsed_t_hr,distance_km,actual_spd_kmh,target_kmh,actual_soc_pct,plan_spd_kmh,plan_soc_pct,spd_err_kmh,soc_err_pct,time_err_s,irradiance,wind_ms,solve_ms,solver_ok
0,0.0,8.0,0.0,93.96652688776935,93.87504277518714,79.5840063575038,93.87511176384302,80.0,0.09141512392632478,-0.4159936424962041,0.0,14.108470745868209,4.0,51.55219999141991,True
1,60.0,8.016666666666667,1.56803143518523,93.9300131063559,93.87496335830843,78.7196976381501,93.87513073229765,79.39267221410155,0.054882374058252026,-0.6729745759514572,0.5593294317834392,478.3714911992802,4.277774215779466,44.283099996391684,True
2,120.0,8.033333333333333,3.128756569185138,94.13200155308093,93.87494435924054,79.27339983178717,93.87518094775315,79.28614693374448,0.25682060532777484,-0.01274710195730222,-0.7987599904315914,531.5512254245401,4.452608536386684,41.55629995511845,True
3,180.0,8.05,4.6938515984998785,93.50160282296082,93.87493938460337,78.317273215385,93.87526131188726,79.1647878343057,-0.3736584889264378,-0.8475146189206981,-0.23936819009281862,507.5778218223697,2.341394273201013,43.2641000370495,True
4,240.0,8.066666666666666,6.257588208211856,93.90464983090568,93.87501031183605,78.99244584163017,93.87537725633152,79.21758987012485,0.029272574574164878,-0.2251440284946824,0.32008504295325224,543.563941284054,0.1843460151589379,40.43570003705099,True
5,300.0,8.083333333333334,7.823534327860088,93.8768153159646,93.87501601732977,78.33669177751236,93.87553597988624,78.90395662250667,0.0012793360783689423,-0.5672648449943125,0.8796242960008271,543.5607981715785,3.4202270442980356,43.80349995335564,True
6,360.0,8.1,9.388399317786611,94.2151201609566,93.87495661767421,76.3376785660311,93.87575582925625,77.48062365453283,0.3393643317003523,-1.1429450885017332,-0.47814844703441395,481.0628988477971,7.177998330089206,36.61459998693317,True
7,420.0,8.116666666666667,10.95008850577281,94.05923774918323,93.87507638786099,75.71073249347313,93.87603799480546,76.64375915252835,0.18319975437776748,-0.9330266590552156,0.08166671362346278,447.0321904492476,1.3161945403881457,37.78929996769875,True
8,480.0,8.133333333333333,12.515420769375346,93.97358677970662,93.87515486090301,74.75561011322151,93.87640805431575,76.13538927239645,0.0971787253908758,-1.3797791591749444,0.6416862962678351,488.41797787864675,5.777928963947689,37.921000039204955,True
9,540.0,8.15,14.079799668439458,93.80692903710734,93.87537264813702,73.12734554222632,93.87691048715742,75.29522703617971,-0.06998145005007927,-2.167881493953388,-0.715431055404224,536.0304741960455,0.4617221941134835,36.80599998915568,True
10,600.0,8.166666666666666,15.646420832232957,94.0720580664815,93.8756425250476,72.97515437359017,93.87754919766691,74.92427189439523,0.1945088688145944,-1.9491175208050606,-0.15478033260058055,565.9470143437655,1.7781517983395092,38.7961000087671,True
11,660.0,8.183333333333334,17.211968613054477,94.07377529500353,93.87606949815164,73.43255715989541,93.87838413966875,74.78155862843536,0.19539115533477514,-1.349001468539953,0.40633262036010365,513.3475403654746,-0.11512357136610285,38.49599999375641,True
12,720.0,8.2,18.77495748311699,93.4899972659771,93.87652801858513,73.57279365175917,93.87947871705366,74.65026384459836,-0.38948145107656273,-1.0774701928391863,0.968050186032201,488.519701211878,4.406353282115839,36.70930000953376,True
13,780.0,8.216666666666667,20.342743880301068,94.0613986375365,93.8771135245174,71.34567679165698,93.88096322017786,74.16826092384812,0.18043541735863755,-2.822584132191139,-0.3867636922402653,476.31216989017594,3.643973378491613,36.27740003867075,True
