tick,elapsed_t_s,elapsed_t_hr,distance_km,actual_spd_kmh,target_kmh,actual_soc_pct,plan_spd_kmh,plan_soc_pct,spd_err_kmh,soc_err_pct,time_err_s,irradiance,wind_ms,solve_ms,solver_ok
0,0.0,8.0,0.0,93.96652688776935,93.8750928402787,79.5840063575038,93.87511176384302,80.0,0.09141512392632478,-0.4159936424962041,0.0,14.108470745868209,1.0,44.81890000170097,True
1,60.0,8.016666666666667,1.568032227882515,93.93006317144588,93.8750633263895,78.78198108453556,93.87513073229765,79.39267221410155,0.05493243914823154,-0.6106911295659927,0.5593294317834392,392.4242880973477,1.1666645294676792,35.84010002668947,True
2,120.0,8.033333333333333,3.128758986431281,94.13210152116041,93.87508469672328,79.43012348312809,93.87518094775315,79.28614693374448,0.2569205734072568,0.14397654938360915,-0.7987599904315914,517.2575225009659,1.2715651218320094,36.49000002769753,True
3,180.0,8.05,4.693856321062896,93.50174316044229,93.87510176150238,78.59475677763311,93.87526131188726,79.1647878343057,-0.37351815144496925,-0.5700310566725904,-0.23936819009281862,505.3064264531687,0.004836563920606746,36.40589996939525,True
4,240.0,8.066666666666666,6.2575956186903445,93.90481220780399,93.87517532397902,79.35100509093208,93.87537725633152,79.21758987012485,0.02943495147246722,0.13341522080722257,0.32008504295325224,460.5659059743014,-1.2893923909046379,34.59259995725006,True
5,300.0,8.083333333333334,7.823544486344923,93.87698032810748,93.8752154848776,78.72970400214608,93.87553597988624,78.90395662250667,0.0014443482212413983,-0.17425262036059053,0.8796242960008271,398.9662813609279,0.6521362265788216,40.13790003955364,True
6,360.0,8.1,9.388412772017737,94.21531962850334,93.87523542706415,76.82439082246282,93.87575582925625,77.48062365453283,0.3395637992470881,-0.6562328320700175,-0.47814844703441395,385.06982588064983,2.906798998053523,37.44109999388456,True
7,420.0,8.116666666666667,10.950106540708887,94.05951655857064,93.8753595515572,76.32071724653095,93.87603799480546,76.64375915252835,0.18347856376517768,-0.3230419059973997,0.08166671362346278,448.7410327794423,-0.6102832757671133,37.326799996662885,True
8,480.0,8.133333333333333,12.515443520077778,93.97386994340268,93.87549136542457,75.52210565782613,93.87640805431575,76.13538927239645,0.09746188908692943,-0.6132836145703209,0.6416862962678351,507.4261969082859,2.0667573783686133,38.00040000351146,True
9,540.0,8.15,14.0798279830999,93.8072655416272,93.87570405844608,73.97370733552205,93.87691048715742,75.29522703617971,-0.06964494553021439,-1.3215197006576602,-0.715431055404224,461.8971509125231,-1.1229666835319103,40.51020002225414,True
10,600.0,8.166666666666666,15.64645467464372,94.07238947679072,93.87598092725203,73.7939499069201,93.87754919766691,74.92427189439523,0.19484027912380952,-1.1303219874751278,-0.15478033260058055,404.20611131473765,-0.3331089209962946,39.147500006947666,True
11,660.0,8.183333333333334,17.212008089675415,94.07411369720771,93.87639397989953,74.2243830224085,93.87838413966875,74.78155862843536,0.1957295575389537,-0.5571756060268598,0.40633262036010365,392.57401488531445,-1.4690741428196623,37.74220001650974,True
12,720.0,8.2,18.77500237936745,93.49032174772543,93.87689456681986,74.44609135968341,93.87951791862177,74.64178842787601,-0.38919617089634073,-0.1956970681926009,-0.9493017471044141,475.3236795792693,1.243811969269505,38.56749995611608,True
13,780.0,8.216666666666667,20.34279485063337,94.06176518576989,93.87750881325874,72.36548255897786,93.88096322017786,74.16826092384812,0.18080196559202477,-1.8027783648702638,-0.3867636922402653,499.4625574663488,0.7863840270949667,36.85040003620088,True
14,840.0,8.233333333333333,21.905974050115976,94.23119518681666,93.87836697709032,72.54536568601361,93.88285590339045,73.83781123916309,0.34833928342621334,-1.2924455531494772,0.17681933020060114,440.48135923893216,0.483700791872669,36.37619997607544,True
15,900.0,8.25,23.471159180359784,94.32224408915823,93.87943421766221,72.3518574006719,93.88533522924732,73.5251660430454,0.43690885991091477,-1.1733086423734989,0.741771058697509,367.75387035079297,3.290835123397503,41.21260001556948,True
16,960.0,8.266666666666667,25.033435325052455,93.6441566649536,93.88089972714432,71.76071621036726,93.8887033572111,73.1488736066595,-0.2445466922575008,-1.388157396292243,-0.6086498420179396,447.5169172234306,1.844663932881047,38.79119997145608,True
17,1020.0,8.283333333333333,26.596543108525257,94.0473386836152,93.88286143458666,71.46076534274025,93.89299913958183,72.64459402997605,0.15433954403336259,-1.1838286872358026,-0.039467406728931564,515.4756977177253,2.1465311757192618,40.294300008099526,True
18,1080.0,8.3,28.164659291847006,94.04465280040696,93.88541955399947,70.13194517210884,93.89862977624949,72.04415334597927,0.14602302415747204,-1.9122081738704253,0.5328231324413082,557.0990031096892,1.8920405912644223,37.6531999791041,True
19,1140.0,8.316666666666666,29.72948899564813,94.02679469127165,93.88883303538117,68.94311751975907,93.90628699051466,71.04047863365471,0.12050770075698836,-2.0973611138956443,-0.8076216687170472,479.1334842931946,1.5440078542362092,38.28810004051775,True
